date,time,seq_length,trial_id,model,val_f1,val_auc,val_recall,val_precision,n_estimators,max_depth,min_samples_split,min_samples_leaf,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,14:09:30,16,0,RandomForest,0.7034,0.8488,0.7325,0.6765,100,10,2,1,0.39,0.26,0.7034,0,0.6623,0.822,0.6438,0.6819,0.0411,True,OK
2026-07-09,14:09:32,16,1,RandomForest,0.6861,0.8334,0.8248,0.5873,500,20,2,1,0.26,0.29,0.7034,0,0.6571,0.7975,0.7583,0.5798,0.029,True,OK
2026-07-09,14:09:32,16,2,RandomForest,0.6887,0.8383,0.7293,0.6524,200,5,10,5,0.37,0.33,0.7034,0,0.6624,0.8163,0.659,0.6658,0.0263,True,OK
2026-07-09,14:09:33,16,3,RandomForest,0.7019,0.8466,0.7197,0.6848,300,12,5,2,0.44,0.34,0.7034,0,0.6533,0.8196,0.6209,0.6893,0.0486,True,OK
2026-07-09,14:09:34,16,4,RandomForest,0.7024,0.8466,0.6879,0.7176,218,20,15,6,0.53,0.26,0.7034,0,0.6378,0.821,0.5802,0.7081,0.0647,False,OK
2026-07-09,14:09:35,16,5,RandomForest,0.6829,0.8331,0.7166,0.6522,120,4,3,9,0.38,0.37,0.7034,0,0.6521,0.8101,0.6438,0.6606,0.0308,False,OK
2026-07-09,14:09:36,16,6,RandomForest,0.7093,0.8453,0.742,0.6793,321,15,2,10,0.4,0.3,0.7093,6,0.6727,0.8209,0.6641,0.6815,0.0366,False,OK
2026-07-09,14:09:37,16,7,RandomForest,0.7021,0.842,0.7357,0.6715,425,6,5,2,0.38,0.29,0.7093,6,0.6554,0.8206,0.6387,0.6729,0.0468,False,OK
2026-07-09,14:09:38,16,8,RandomForest,0.7005,0.8462,0.7261,0.6766,187,11,10,3,0.41,0.23,0.7093,6,0.6623,0.8219,0.6438,0.6819,0.0382,False,OK
2026-07-09,14:09:39,16,9,RandomForest,0.6819,0.8356,0.7134,0.6531,325,4,7,4,0.38,0.36,0.7093,6,0.6485,0.8116,0.6361,0.6614,0.0334,False,OK
2026-07-09,14:09:40,16,10,RandomForest,0.7038,0.8463,0.7452,0.6667,313,13,2,8,0.38,0.28,0.7093,6,0.6675,0.8216,0.6641,0.671,0.0362,False,OK
2026-07-09,14:09:41,16,11,RandomForest,0.7039,0.8475,0.742,0.6695,354,15,4,9,0.38,0.27,0.7093,6,0.6701,0.8213,0.6667,0.6735,0.0339,False,OK
2026-07-09,14:09:43,16,12,RandomForest,0.7059,0.8471,0.7452,0.6705,439,17,7,9,0.38,0.31,0.7093,6,0.6718,0.8214,0.6692,0.6744,0.0341,False,OK
2026-07-09,14:09:44,16,13,RandomForest,0.7025,0.8455,0.7484,0.662,427,18,12,8,0.37,0.28,0.7093,6,0.6751,0.8208,0.6794,0.6709,0.0274,False,OK
2026-07-09,14:09:46,16,14,RandomForest,0.7059,0.8459,0.7452,0.6705,491,15,2,6,0.39,0.26,0.7093,6,0.6735,0.8211,0.6718,0.6752,0.0324,False,OK
2026-07-09,14:09:47,16,15,RandomForest,0.7052,0.8469,0.7389,0.6744,411,10,14,6,0.38,0.27,0.7093,6,0.6675,0.8232,0.659,0.6762,0.0376,False,OK
2026-07-09,14:09:48,16,16,RandomForest,0.7093,0.8456,0.742,0.6793,277,15,10,10,0.4,0.32,0.7093,6,0.6727,0.8209,0.6641,0.6815,0.0366,False,OK
2026-07-09,14:09:48,16,17,RandomForest,0.7073,0.8462,0.7389,0.6784,69,13,10,10,0.4,0.29,0.7093,6,0.6735,0.8196,0.6667,0.6805,0.0338,False,OK
2026-07-09,14:09:49,16,18,RandomForest,0.7084,0.8443,0.7389,0.6804,257,17,10,10,0.4,0.34,0.7093,6,0.6701,0.8211,0.6616,0.6789,0.0383,False,OK
2026-07-09,14:09:50,16,19,RandomForest,0.6934,0.8404,0.7166,0.6716,99,6,17,9,0.41,0.28,0.7093,6,0.6543,0.819,0.6285,0.6823,0.0391,False,OK
2026-07-09,14:09:50,16,20,RandomForest,0.7038,0.846,0.7452,0.6667,75,18,4,7,0.38,0.38,0.7093,6,0.6786,0.8184,0.6768,0.6803,0.0252,False,OK
2026-07-09,14:09:51,16,21,RandomForest,0.7093,0.8443,0.742,0.6793,232,17,8,10,0.39,0.34,0.7093,6,0.6709,0.8211,0.6667,0.6753,0.0383,False,OK
2026-07-09,14:09:52,16,22,RandomForest,0.7084,0.8449,0.7389,0.6804,245,17,4,10,0.41,0.34,0.7093,6,0.6719,0.8211,0.659,0.6852,0.0365,False,OK
2026-07-09,14:09:53,16,23,RandomForest,0.7071,0.8442,0.742,0.6754,230,15,19,9,0.39,0.32,0.7093,6,0.6735,0.8213,0.6692,0.6778,0.0336,False,OK
2026-07-09,14:09:54,16,24,RandomForest,0.7059,0.8452,0.7452,0.6705,308,9,10,10,0.37,0.31,0.7093,6,0.6684,0.8229,0.6641,0.6727,0.0375,False,OK
2026-07-09,14:09:55,16,25,RandomForest,0.708,0.8454,0.7452,0.6744,237,11,6,10,0.38,0.33,0.7093,6,0.6675,0.8224,0.6641,0.671,0.0405,False,OK
2026-07-09,14:09:56,16,26,RandomForest,0.7059,0.8445,0.7452,0.6705,483,8,20,3,0.36,0.29,0.7093,6,0.6684,0.8228,0.6667,0.6701,0.0375,False,OK
2026-07-09,14:09:58,16,27,RandomForest,0.7073,0.8453,0.7389,0.6784,410,12,2,10,0.39,0.32,0.7093,6,0.671,0.8215,0.6641,0.6779,0.0364,False,OK
2026-07-09,14:09:59,16,28,RandomForest,0.701,0.8451,0.6943,0.7078,320,19,7,8,0.5,0.28,0.7093,6,0.6427,0.8206,0.5903,0.7052,0.0583,False,OK
2026-07-09,14:10:00,16,29,RandomForest,0.7038,0.8458,0.7452,0.6667,242,13,14,8,0.38,0.28,0.7093,6,0.6675,0.822,0.6641,0.671,0.0362,False,OK
2026-07-09,14:10:01,16,30,RandomForest,0.7084,0.8449,0.7389,0.6804,256,20,14,10,0.4,0.3,0.7093,6,0.6718,0.8211,0.6641,0.6797,0.0366,False,OK
2026-07-09,14:10:02,16,31,RandomForest,0.7093,0.8455,0.742,0.6793,286,15,10,10,0.4,0.3,0.7093,6,0.6727,0.8212,0.6641,0.6815,0.0366,False,OK
2026-07-09,14:10:03,16,32,RandomForest,0.7052,0.8469,0.7389,0.6744,291,14,11,9,0.39,0.31,0.7093,6,0.6675,0.8214,0.659,0.6762,0.0376,False,OK
2026-07-09,14:10:03,16,33,RandomForest,0.7011,0.8419,0.6911,0.7115,145,20,19,1,0.52,0.33,0.7093,6,0.6408,0.814,0.5878,0.7043,0.0604,False,OK
2026-07-09,14:10:04,16,34,RandomForest,0.7048,0.8483,0.7452,0.6686,150,19,7,9,0.37,0.32,0.7093,6,0.6718,0.821,0.6718,0.6718,0.0331,False,OK
2026-07-09,14:10:05,16,35,RandomForest,0.7093,0.8454,0.742,0.6793,373,14,15,10,0.4,0.31,0.7093,6,0.6753,0.8212,0.6667,0.6841,0.034,False,OK
2026-07-09,14:10:06,16,36,RandomForest,0.7093,0.8447,0.742,0.6793,363,18,3,10,0.39,0.31,0.7093,6,0.6718,0.8214,0.6667,0.677,0.0375,False,OK
2026-07-09,14:10:07,16,37,RandomForest,0.7093,0.8453,0.742,0.6793,258,15,11,10,0.4,0.32,0.7093,6,0.6735,0.8207,0.6641,0.6832,0.0357,False,OK
2026-07-09,14:10:08,16,38,RandomForest,0.6487,0.8129,0.7293,0.5842,177,2,6,1,0.38,0.37,0.7093,6,0.6244,0.793,0.6641,0.5892,0.0243,False,OK
2026-07-09,14:10:09,16,39,RandomForest,0.6789,0.8352,0.707,0.6529,298,4,20,6,0.39,0.32,0.7093,6,0.645,0.8113,0.631,0.6596,0.0339,False,OK
2026-07-09,14:10:10,16,40,RandomForest,0.7104,0.8444,0.742,0.6813,298,17,7,10,0.4,0.33,0.7104,40,0.6727,0.8215,0.6616,0.6842,0.0377,False,OK
2026-07-09,14:10:11,16,41,RandomForest,0.7104,0.8446,0.742,0.6813,297,19,7,10,0.4,0.33,0.7104,40,0.6727,0.8218,0.6616,0.6842,0.0377,False,OK
2026-07-09,14:10:12,16,42,RandomForest,0.7034,0.8469,0.7325,0.6765,283,20,5,9,0.4,0.28,0.7104,40,0.6727,0.8212,0.6616,0.6842,0.0307,False,OK
2026-07-09,14:10:13,16,43,RandomForest,0.7064,0.8471,0.7357,0.6794,253,16,8,9,0.4,0.31,0.7104,40,0.6736,0.82,0.6616,0.686,0.0328,False,OK
2026-07-09,14:10:14,16,44,RandomForest,0.7082,0.8452,0.742,0.6773,353,15,6,10,0.39,0.31,0.7104,40,0.6709,0.8212,0.6667,0.6753,0.0373,False,OK
2026-07-09,14:10:15,16,45,RandomForest,0.7026,0.8454,0.6847,0.7215,316,14,12,1,0.54,0.28,0.7104,40,0.6407,0.8165,0.5852,0.7077,0.0619,False,OK
2026-07-09,14:10:16,16,46,RandomForest,0.7104,0.8445,0.742,0.6813,277,20,7,10,0.4,0.31,0.7104,40,0.6718,0.8212,0.6616,0.6824,0.0385,False,OK
2026-07-09,14:10:18,16,47,RandomForest,0.6496,0.8151,0.7293,0.5857,468,2,12,2,0.39,0.22,0.7104,40,0.6268,0.7935,0.6667,0.5914,0.0229,False,OK
2026-07-09,14:10:19,16,48,RandomForest,0.7104,0.8445,0.742,0.6813,349,19,10,10,0.4,0.27,0.7104,40,0.671,0.8211,0.6616,0.6806,0.0394,False,OK
2026-07-09,14:10:20,16,49,RandomForest,0.7034,0.8465,0.7325,0.6765,302,20,10,9,0.4,0.31,0.7104,40,0.6753,0.8212,0.6641,0.6868,0.0281,False,OK
2026-07-09,14:10:21,16,50,RandomForest,0.7028,0.8456,0.6815,0.7254,290,20,2,4,0.55,0.28,0.7104,40,0.6365,0.8162,0.5725,0.7166,0.0663,False,OK
2026-07-09,14:10:22,16,51,RandomForest,0.7093,0.845,0.742,0.6793,390,20,7,10,0.39,0.31,0.7104,40,0.6718,0.8214,0.6667,0.677,0.0375,False,OK
2026-07-09,14:10:23,16,52,RandomForest,0.7093,0.8445,0.742,0.6793,291,20,7,10,0.39,0.27,0.7104,40,0.6709,0.8215,0.6667,0.6753,0.0383,False,OK
2026-07-09,14:10:24,16,53,RandomForest,0.7093,0.8445,0.742,0.6793,350,20,9,10,0.39,0.27,0.7104,40,0.6727,0.8211,0.6667,0.6788,0.0366,False,OK
2026-07-09,14:10:26,16,54,RandomForest,0.6906,0.8378,0.6752,0.7067,437,5,16,10,0.46,0.34,0.7104,40,0.6257,0.8151,0.57,0.6935,0.0649,False,OK
2026-07-09,14:10:26,16,55,RandomForest,0.7016,0.8464,0.7038,0.6994,74,15,15,5,0.49,0.39,0.7104,40,0.6484,0.8185,0.6031,0.7012,0.0532,False,OK
2026-07-09,14:10:27,16,56,RandomForest,0.698,0.8397,0.7325,0.6667,138,20,10,1,0.42,0.34,0.7104,40,0.6573,0.8125,0.6565,0.6582,0.0407,False,OK
2026-07-09,14:10:28,16,57,RandomForest,0.7041,0.8472,0.7389,0.6725,271,16,2,9,0.39,0.27,0.7104,40,0.6701,0.82,0.6641,0.6762,0.034,False,OK
2026-07-09,14:10:28,16,58,RandomForest,0.7002,0.8431,0.7325,0.6706,59,7,16,2,0.39,0.29,0.7104,40,0.65,0.8196,0.6285,0.673,0.0502,False,OK
2026-07-09,14:10:29,16,59,RandomForest,0.7038,0.8481,0.7452,0.6667,384,15,9,9,0.38,0.29,0.7104,40,0.6701,0.8215,0.6667,0.6735,0.0337,False,OK
2026-07-09,14:10:30,16,60,RandomForest,0.7093,0.8453,0.742,0.6793,305,15,2,10,0.39,0.3,0.7104,40,0.6718,0.8209,0.6667,0.677,0.0375,False,OK
2026-07-09,14:10:31,16,61,RandomForest,0.7084,0.8446,0.7389,0.6804,255,17,7,10,0.4,0.34,0.7104,40,0.6701,0.8212,0.6616,0.6789,0.0383,False,OK
2026-07-09,14:10:32,16,62,RandomForest,0.7084,0.8446,0.7389,0.6804,255,17,7,10,0.4,0.34,0.7104,40,0.6701,0.8212,0.6616,0.6789,0.0383,False,OK
2026-07-09,14:10:34,16,63,RandomForest,0.7059,0.8463,0.7452,0.6705,464,18,20,8,0.39,0.28,0.7104,40,0.6684,0.8208,0.6641,0.6727,0.0375,False,OK
2026-07-09,14:10:35,16,64,RandomForest,0.7093,0.8445,0.742,0.6793,334,17,9,10,0.39,0.31,0.7104,40,0.6718,0.8216,0.6667,0.677,0.0375,False,OK
2026-07-09,14:10:36,16,65,RandomForest,0.7104,0.8449,0.742,0.6813,258,20,9,10,0.4,0.33,0.7104,40,0.6718,0.8208,0.6641,0.6797,0.0386,False,OK
2026-07-09,14:10:37,16,66,RandomForest,0.7093,0.8447,0.742,0.6793,207,20,7,10,0.39,0.34,0.7104,40,0.6701,0.8207,0.6641,0.6762,0.0392,False,OK
2026-07-09,14:10:38,16,67,RandomForest,0.7039,0.8473,0.742,0.6695,356,19,14,9,0.38,0.27,0.7104,40,0.6692,0.8219,0.6667,0.6718,0.0347,False,OK
2026-07-09,14:10:39,16,68,RandomForest,0.7041,0.847,0.7389,0.6725,259,20,12,7,0.39,0.27,0.7104,40,0.6684,0.8196,0.659,0.678,0.0357,False,OK
2026-07-09,14:10:40,16,69,RandomForest,0.6595,0.8265,0.6815,0.6388,468,3,3,8,0.42,0.23,0.7104,40,0.6302,0.8033,0.6158,0.6453,0.0293,False,OK
2026-07-09,14:10:41,16,70,RandomForest,0.7104,0.8429,0.742,0.6813,69,7,4,5,0.39,0.31,0.7104,40,0.6614,0.8205,0.6438,0.6801,0.0489,False,OK
2026-07-09,14:10:41,16,71,RandomForest,0.7054,0.8447,0.7548,0.662,83,9,4,3,0.35,0.34,0.7104,40,0.6793,0.8247,0.6845,0.6742,0.0261,False,OK
2026-07-09,14:10:42,16,72,RandomForest,0.7093,0.8446,0.742,0.6793,363,20,12,10,0.39,0.32,0.7104,40,0.6727,0.8213,0.6667,0.6788,0.0366,False,OK
2026-07-09,14:10:43,16,73,RandomForest,0.7069,0.8465,0.7452,0.6724,88,9,4,4,0.38,0.26,0.7104,40,0.6675,0.8225,0.659,0.6762,0.0394,False,OK
2026-07-09,14:10:43,16,74,RandomForest,0.7061,0.8435,0.742,0.6734,129,20,12,10,0.39,0.31,0.7104,40,0.6667,0.8202,0.6616,0.6718,0.0394,False,OK
2026-07-09,14:10:44,16,75,RandomForest,0.6962,0.8397,0.7261,0.6686,151,6,2,5,0.39,0.28,0.7104,40,0.671,0.8195,0.6539,0.689,0.0252,False,OK
2026-07-09,14:10:44,16,76,RandomForest,0.6512,0.8202,0.758,0.5707,94,3,2,3,0.33,0.21,0.7104,40,0.6266,0.8001,0.6896,0.5742,0.0246,False,OK
2026-07-09,14:10:45,16,77,RandomForest,0.7084,0.8448,0.7389,0.6804,278,18,6,10,0.4,0.33,0.7104,40,0.6727,0.8213,0.6616,0.6842,0.0357,False,OK
2026-07-09,14:10:46,16,78,RandomForest,0.6953,0.839,0.7484,0.6492,89,6,4,6,0.36,0.3,0.7104,40,0.6616,0.8184,0.6692,0.6542,0.0336,False,OK
2026-07-09,14:10:46,16,79,RandomForest,0.711,0.8426,0.7484,0.6772,59,7,7,5,0.38,0.3,0.711,79,0.6649,0.8196,0.6539,0.6763,0.0461,False,OK
2026-07-09,14:10:47,16,80,RandomForest,0.7026,0.847,0.7261,0.6806,84,8,7,5,0.4,0.3,0.711,79,0.6658,0.8221,0.6438,0.6894,0.0368,False,OK
2026-07-09,14:10:47,16,81,RandomForest,0.7048,0.8477,0.7452,0.6686,145,10,11,6,0.38,0.26,0.711,79,0.6658,0.8232,0.6565,0.6754,0.039,False,OK
2026-07-09,14:10:48,16,82,RandomForest,0.7075,0.8448,0.7548,0.6657,88,7,8,4,0.36,0.32,0.711,79,0.6718,0.8213,0.6692,0.6744,0.0357,False,OK
2026-07-09,14:10:49,16,83,RandomForest,0.7078,0.8469,0.7484,0.6714,267,15,5,7,0.38,0.26,0.711,79,0.6709,0.8203,0.6692,0.6726,0.0369,False,OK
2026-07-09,14:10:50,16,84,RandomForest,0.7093,0.8448,0.742,0.6793,267,20,12,10,0.4,0.31,0.711,79,0.6727,0.8209,0.6641,0.6815,0.0366,False,OK
2026-07-09,14:10:51,16,85,RandomForest,0.7069,0.8456,0.7452,0.6724,268,11,3,10,0.38,0.29,0.711,79,0.6675,0.8218,0.6641,0.671,0.0394,False,OK
2026-07-09,14:10:52,16,86,RandomForest,0.7038,0.8471,0.7452,0.6667,314,12,20,1,0.39,0.24,0.711,79,0.6692,0.821,0.6641,0.6744,0.0345,False,OK
2026-07-09,14:10:52,16,87,RandomForest,0.6485,0.807,0.7197,0.5901,62,2,6,7,0.38,0.21,0.711,79,0.6233,0.7879,0.659,0.5913,0.0251,False,OK
2026-07-09,14:10:53,16,88,RandomForest,0.701,0.845,0.6943,0.7078,306,20,6,8,0.5,0.28,0.711,79,0.6427,0.8205,0.5903,0.7052,0.0583,False,OK
2026-07-09,14:10:54,16,89,RandomForest,0.6548,0.8241,0.6433,0.6667,231,3,8,10,0.44,0.23,0.711,79,0.6104,0.8017,0.57,0.6569,0.0444,False,OK
2026-07-09,14:10:55,16,90,RandomForest,0.6819,0.8338,0.7134,0.6531,128,4,7,5,0.38,0.36,0.711,79,0.6477,0.8109,0.6361,0.6596,0.0342,False,OK
2026-07-09,14:10:56,16,91,RandomForest,0.7093,0.8448,0.742,0.6793,235,20,9,10,0.39,0.34,0.711,79,0.6709,0.8207,0.6667,0.6753,0.0383,False,OK
2026-07-09,14:10:56,16,92,RandomForest,0.7059,0.8465,0.7452,0.6705,74,9,2,7,0.38,0.26,0.711,79,0.665,0.822,0.6616,0.6684,0.0409,False,OK
2026-07-09,14:10:57,16,93,RandomForest,0.7073,0.8455,0.7389,0.6784,233,14,11,10,0.4,0.33,0.711,79,0.6701,0.8205,0.659,0.6816,0.0372,False,OK
2026-07-09,14:10:58,16,94,RandomForest,0.7093,0.8444,0.742,0.6793,340,17,9,10,0.39,0.31,0.711,79,0.6718,0.8216,0.6667,0.677,0.0375,False,OK
2026-07-09,14:10:59,16,95,RandomForest,0.7005,0.8449,0.7038,0.6972,249,17,10,8,0.48,0.27,0.711,79,0.6493,0.8211,0.6031,0.7033,0.0512,False,OK
2026-07-09,14:11:00,16,96,RandomForest,0.7084,0.8438,0.7389,0.6804,139,16,8,10,0.4,0.31,0.711,79,0.6692,0.8207,0.6616,0.6771,0.0392,False,OK
2026-07-09,14:11:00,16,97,RandomForest,0.6501,0.8129,0.7484,0.5746,192,2,13,2,0.37,0.22,0.711,79,0.6233,0.7927,0.6819,0.5739,0.0268,False,OK
2026-07-09,14:11:01,16,98,RandomForest,0.71,0.8443,0.7484,0.6753,70,7,10,7,0.38,0.29,0.711,79,0.6589,0.8207,0.6463,0.672,0.0511,False,OK
2026-07-09,14:11:01,16,99,RandomForest,0.7091,0.8442,0.7452,0.6763,69,7,8,7,0.38,0.29,0.711,79,0.6606,0.8207,0.6463,0.6755,0.0485,False,OK
