date,time,seq_length,trial_id,model,val_f1,val_auc,val_recall,val_precision,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,actual_trees,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,10:34:10,4,0,XGBoost,0.6265,0.771,0.6783,0.582,100,6,0.1,1.0,1.0,1,0.0,29,3,0.29,0.39,0.6265,0,0.587,0.757,0.6183,0.5586,0.0395,True,OK
2026-07-09,10:34:11,4,1,XGBoost,0.6259,0.7711,0.6688,0.5882,500,4,0.01,0.8,0.8,3,0.1,282,3,0.32,0.26,0.6265,0,0.5882,0.7599,0.6107,0.5674,0.0377,True,OK
2026-07-09,10:34:11,4,2,XGBoost,0.6232,0.7666,0.6847,0.5718,50,8,0.3,0.7,0.7,1,0.0,9,3,0.3,0.35,0.6265,0,0.5857,0.7486,0.626,0.5503,0.0375,True,OK
2026-07-09,10:34:11,4,3,XGBoost,0.625,0.7753,0.6688,0.5866,300,3,0.05,0.6,0.6,5,0.5,78,3,0.31,0.27,0.6265,0,0.5882,0.7635,0.6107,0.5674,0.0368,True,OK
2026-07-09,10:34:12,4,4,XGBoost,0.6285,0.7687,0.6465,0.6114,218,20,0.06504856968981275,0.7993292420985183,0.5780093202212182,2,0.05808361216819946,43,5,0.43,0.41,0.6285,4,0.5923,0.7495,0.5878,0.5969,0.0362,False,OK
2026-07-09,10:34:15,4,5,XGBoost,0.6277,0.7677,0.6847,0.5795,321,15,0.001124579825911934,0.9849549260809971,0.9162213204002109,3,0.18182496720710062,320,2,0.33,0.34,0.6285,4,0.5906,0.7415,0.626,0.5591,0.0371,False,OK
2026-07-09,10:34:16,4,6,XGBoost,0.6263,0.7657,0.6752,0.584,187,11,0.01174843954800703,0.645614570099021,0.8059264473611898,2,0.29214464853521815,186,3,0.35,0.29,0.6285,4,0.5867,0.7471,0.6158,0.5602,0.0396,False,OK
2026-07-09,10:34:17,4,7,XGBoost,0.6314,0.771,0.6847,0.5858,255,16,0.003123317753376431,0.7571172192068059,0.7962072844310213,1,0.6075448519014384,254,2,0.33,0.38,0.6314,7,0.5897,0.7505,0.6234,0.5594,0.0418,False,OK
2026-07-09,10:34:17,4,8,XGBoost,0.6212,0.7619,0.6815,0.5707,79,20,0.24659691172104828,0.9041986740582306,0.6523068845866853,1,0.6842330265121569,9,3,0.34,0.45,0.6314,7,0.585,0.7495,0.626,0.5491,0.0362,False,OK
2026-07-09,10:34:17,4,9,XGBoost,0.6211,0.7691,0.6943,0.5619,105,11,0.0012167028814593455,0.954660201039391,0.6293899908000085,7,0.31171107608941095,104,4,0.32,0.32,0.6314,7,0.5976,0.7523,0.6463,0.5558,0.0234,False,OK
2026-07-09,10:34:18,4,10,XGBoost,0.6272,0.7691,0.6752,0.5856,385,9,0.007485762113667508,0.6476613760768839,0.8392599136842959,2,0.9820295107782193,276,2,0.34,0.27,0.6314,7,0.5864,0.7524,0.6132,0.5618,0.0408,False,OK
2026-07-09,10:34:18,4,11,XGBoost,0.6206,0.7625,0.6433,0.5994,322,16,0.05319151004361627,0.7748091687724276,0.6379928981524459,1,0.1413125351723752,45,5,0.41,0.42,0.6314,7,0.5934,0.7433,0.5903,0.5964,0.0272,False,OK
2026-07-09,10:34:19,4,12,XGBoost,0.6291,0.7725,0.6752,0.5889,225,19,0.19739737649446037,0.7810705229236253,0.5151687304541452,5,0.17300341242800232,14,4,0.34,0.26,0.6314,7,0.5885,0.7495,0.6132,0.5657,0.0406,False,OK
2026-07-09,10:34:19,4,13,XGBoost,0.6283,0.7643,0.6783,0.5852,261,19,0.19834780141551392,0.8550719350504232,0.6287744717844188,6,0.43860332555484843,15,4,0.33,0.46,0.6314,7,0.5877,0.7476,0.6183,0.5599,0.0407,False,OK
2026-07-09,10:34:20,4,14,XGBoost,0.6229,0.7715,0.6943,0.5648,359,18,0.0011894795519703045,0.8115309643539689,0.7532842956845496,3,0.6067045391479273,358,3,0.31,0.3,0.6314,7,0.5942,0.7502,0.6463,0.5498,0.0287,False,OK
2026-07-09,10:34:20,4,15,XGBoost,0.6292,0.7714,0.6783,0.5868,164,16,0.004680171898822395,0.7104325652584219,0.6557578250516903,1,0.6301774490776256,163,2,0.33,0.36,0.6314,7,0.5905,0.7538,0.6183,0.5651,0.0387,False,OK
2026-07-09,10:34:21,4,16,XGBoost,0.6241,0.7729,0.6688,0.585,124,15,0.0021699026018386783,0.7407672743072937,0.6712860374543324,1,0.5474722512276197,123,2,0.33,0.31,0.6314,7,0.5895,0.7547,0.6158,0.5654,0.0345,False,OK
2026-07-09,10:34:21,4,17,XGBoost,0.6241,0.7693,0.7006,0.5627,274,17,0.0034740661303076102,0.5864746620903274,0.8117140038053614,3,0.6931460445066386,273,2,0.29,0.27,0.6314,7,0.5937,0.7506,0.6489,0.5472,0.0304,False,OK
2026-07-09,10:34:22,4,18,XGBoost,0.625,0.7719,0.6688,0.5866,220,18,0.010156127380476882,0.7399737187335127,0.5477293603184072,4,0.6899800555192335,219,4,0.36,0.28,0.6314,7,0.5882,0.7557,0.6107,0.5674,0.0368,False,OK
2026-07-09,10:34:22,4,19,XGBoost,0.6241,0.7712,0.6688,0.585,132,8,0.0016901333678765215,0.5960627516686373,0.6543375191172167,3,0.8828937204231811,131,3,0.33,0.3,0.6314,7,0.5882,0.7554,0.6107,0.5674,0.0358,False,OK
2026-07-09,10:34:23,4,20,XGBoost,0.6288,0.7676,0.6879,0.5791,161,14,0.02354309355033805,0.851561967973421,0.8523442641568046,2,0.8871141992879107,98,2,0.32,0.46,0.6314,7,0.5895,0.7472,0.6285,0.5551,0.0393,False,OK
2026-07-09,10:34:23,4,21,XGBoost,0.6257,0.7699,0.7134,0.5572,182,18,0.06761427267722876,0.755938969697116,0.5589460710152867,9,0.06067327154306103,59,3,0.27,0.27,0.6314,7,0.5991,0.7549,0.6616,0.5474,0.0266,False,OK
2026-07-09,10:34:24,4,22,XGBoost,0.6286,0.7666,0.7006,0.5699,249,8,0.0026500255156006623,0.7621163383659832,0.9569560266426074,1,0.5880462240181034,248,2,0.3,0.38,0.6314,7,0.5939,0.7527,0.6438,0.5512,0.0347,False,OK
2026-07-09,10:34:24,4,23,XGBoost,0.6254,0.7718,0.6752,0.5824,353,14,0.02043381804272009,0.8514994644120948,0.6271271373614467,2,0.48877713498440245,122,2,0.36,0.45,0.6314,7,0.587,0.7505,0.6183,0.5586,0.0384,False,OK
2026-07-09,10:34:24,4,24,XGBoost,0.622,0.7702,0.6656,0.5838,307,19,0.17872536673986394,0.7104275568689482,0.5106715693267924,5,0.0996687477720313,15,3,0.34,0.27,0.6314,7,0.5858,0.75,0.6081,0.565,0.0362,False,OK
2026-07-09,10:34:25,4,25,XGBoost,0.625,0.7694,0.6688,0.5866,340,14,0.19573388458952845,0.9189619365681432,0.5014161807523778,4,0.03633604073377858,14,4,0.35,0.27,0.6314,7,0.5881,0.7528,0.6158,0.5628,0.0369,False,OK
2026-07-09,10:34:27,4,26,XGBoost,0.6288,0.7663,0.6879,0.5791,330,17,0.009683218649758291,0.757118838546558,0.9063975331529877,1,0.5447350535075665,191,2,0.35,0.43,0.6314,7,0.5892,0.7461,0.626,0.5566,0.0396,False,OK
2026-07-09,10:34:28,4,27,XGBoost,0.6223,0.7676,0.6401,0.6054,197,19,0.24064301871640809,0.6345297275857276,0.6066551388092939,3,0.48809587758346396,16,4,0.43,0.43,0.6314,7,0.5943,0.7421,0.5852,0.6037,0.028,False,OK
2026-07-09,10:34:28,4,28,XGBoost,0.6231,0.768,0.6369,0.6098,69,17,0.05915680484598284,0.6872976285614808,0.5813292912127471,4,0.022109026469386173,51,3,0.43,0.37,0.6314,7,0.5917,0.7452,0.5827,0.601,0.0313,False,OK
2026-07-09,10:34:29,4,29,XGBoost,0.6241,0.7742,0.6688,0.585,207,19,0.004574474779106767,0.6890047413823858,0.5606559647435765,1,0.8337031473838338,206,2,0.33,0.37,0.6314,7,0.5895,0.755,0.6158,0.5654,0.0345,False,OK
2026-07-09,10:34:30,4,30,XGBoost,0.6241,0.7694,0.6688,0.585,272,13,0.001016591565839177,0.673383359879189,0.7995301816171514,2,0.27586383176698887,271,2,0.33,0.31,0.6314,7,0.5878,0.7499,0.6132,0.5644,0.0363,False,OK
2026-07-09,10:34:30,4,31,XGBoost,0.6288,0.7668,0.6879,0.5791,122,14,0.03408411451870527,0.8227254461822037,0.9611498885998158,1,0.9111044303874646,56,2,0.34,0.36,0.6314,7,0.5902,0.7477,0.6285,0.5563,0.0386,False,OK
2026-07-09,10:34:30,4,32,XGBoost,0.6274,0.7689,0.6783,0.5836,166,13,0.02358651398495611,0.9280219673755096,0.770126220920937,3,0.8425680903284909,91,2,0.33,0.39,0.6314,7,0.5894,0.7459,0.6209,0.5609,0.038,False,OK
2026-07-09,10:34:31,4,33,XGBoost,0.6279,0.7676,0.6879,0.5775,131,20,0.001848311245179901,0.7403285780886979,0.8867057961484025,2,0.4904689778355817,130,2,0.32,0.34,0.6314,7,0.5861,0.7503,0.6234,0.553,0.0418,False,OK
2026-07-09,10:34:31,4,34,XGBoost,0.6242,0.7728,0.6401,0.6091,149,14,0.04899324389356191,0.7957797106049203,0.5456278503743982,5,0.38859208988357485,63,4,0.41,0.36,0.6314,7,0.5928,0.7536,0.5852,0.6005,0.0314,False,OK
2026-07-09,10:34:32,4,35,XGBoost,0.6263,0.7683,0.6752,0.584,252,18,0.03338698863039417,0.6471154165855,0.5580405334592006,7,0.22755846330300913,115,5,0.34,0.28,0.6314,7,0.5864,0.7543,0.6132,0.5618,0.0399,False,OK
2026-07-09,10:34:32,4,36,XGBoost,0.6277,0.7685,0.6847,0.5795,157,17,0.021949005453285653,0.7513155725149254,0.8124942042405605,1,0.8351017619336336,108,4,0.34,0.44,0.6314,7,0.5889,0.7474,0.6234,0.5581,0.0388,False,OK
2026-07-09,10:34:33,4,37,XGBoost,0.6241,0.7708,0.6688,0.585,140,14,0.0017433392213666952,0.7407888302556621,0.7762284964701629,3,0.8832751282090479,139,2,0.33,0.31,0.6314,7,0.5882,0.7536,0.6107,0.5674,0.0358,False,OK
2026-07-09,10:34:33,4,38,XGBoost,0.6231,0.7707,0.6688,0.5833,122,17,0.011639535277602774,0.7729848190626225,0.6215113253965897,1,0.5595802565228004,121,3,0.36,0.38,0.6314,7,0.5867,0.7499,0.6158,0.5602,0.0365,False,OK
2026-07-09,10:34:33,4,39,XGBoost,0.6215,0.7688,0.672,0.5781,220,20,0.182052471998495,0.844332518976549,0.5577478942267987,4,0.09317694865731689,14,4,0.35,0.41,0.6314,7,0.5852,0.7455,0.6158,0.5576,0.0363,False,OK
2026-07-09,10:34:34,4,40,XGBoost,0.6283,0.7663,0.6783,0.5852,267,19,0.00274492806507511,0.7872649143200356,0.8866939795452284,2,0.8502518414056954,266,2,0.33,0.39,0.6314,7,0.5891,0.7481,0.6183,0.5625,0.0392,False,OK
2026-07-09,10:34:35,4,41,XGBoost,0.6252,0.7645,0.6401,0.6109,354,15,0.017959859931520255,0.7016657692292105,0.9830217772438141,2,0.4427053139711453,117,3,0.45,0.35,0.6314,7,0.5946,0.7448,0.5878,0.6016,0.0306,False,OK
2026-07-09,10:34:35,4,42,XGBoost,0.6274,0.7709,0.6783,0.5836,292,14,0.002084172824049147,0.8140767721348523,0.7354641828998842,1,0.5349831972717682,291,2,0.33,0.38,0.6314,7,0.5894,0.7529,0.6209,0.5609,0.038,False,OK
2026-07-09,10:34:36,4,43,XGBoost,0.623,0.7651,0.6815,0.5737,405,19,0.017204715956775363,0.703254989371153,0.8350794447527311,1,0.38219549952169996,121,2,0.35,0.42,0.6314,7,0.5837,0.744,0.6209,0.5508,0.0393,False,OK
2026-07-09,10:34:37,4,44,XGBoost,0.627,0.7654,0.6879,0.576,340,17,0.004220975873133127,0.7933577943409924,0.9262208910985188,1,0.38172715037899835,339,2,0.34,0.43,0.6314,7,0.5857,0.7454,0.626,0.5503,0.0413,False,OK
2026-07-09,10:34:37,4,45,XGBoost,0.6283,0.7667,0.6783,0.5852,297,16,0.01246259833907622,0.8927963576611048,0.9921120630562149,4,0.8074815806320836,173,2,0.34,0.42,0.6314,7,0.5901,0.7435,0.6209,0.5622,0.0382,False,OK
2026-07-09,10:34:38,4,46,XGBoost,0.6283,0.765,0.6783,0.5852,134,12,0.0058595625837310475,0.9906095936174711,0.9926038737851366,3,0.9400649357575187,133,4,0.34,0.36,0.6314,7,0.5935,0.743,0.626,0.5642,0.0348,False,OK
2026-07-09,10:34:38,4,47,XGBoost,0.6244,0.7684,0.6752,0.5808,309,16,0.05039983711857925,0.6578352916548366,0.8598321024227695,3,0.8231882126921823,40,2,0.33,0.25,0.6314,7,0.5874,0.7494,0.6158,0.5615,0.0371,False,OK
2026-07-09,10:34:38,4,48,XGBoost,0.6227,0.7733,0.6465,0.6006,170,17,0.2840340578640623,0.7692169095127082,0.503083235733467,5,0.2710282752563392,14,5,0.36,0.38,0.6314,7,0.587,0.7493,0.5878,0.5863,0.0357,False,OK
2026-07-09,10:34:42,4,49,XGBoost,0.6277,0.7664,0.6847,0.5795,128,16,0.019145721179340887,0.6618103364530122,0.8126061637716275,1,0.7260498375413428,107,2,0.35,0.4,0.6314,7,0.5872,0.7474,0.6209,0.5571,0.0405,False,OK
2026-07-09,10:34:42,4,50,XGBoost,0.625,0.7708,0.6688,0.5866,226,16,0.03893644479925171,0.6124841215534026,0.5534973753067721,2,0.530631030479515,51,2,0.35,0.27,0.6314,7,0.5861,0.7531,0.6107,0.5634,0.0389,False,OK
2026-07-09,10:34:43,4,51,XGBoost,0.6244,0.7648,0.6752,0.5808,113,17,0.05093678193959161,0.7797338110276268,0.9535574578392406,2,0.9953600322717304,44,2,0.34,0.44,0.6314,7,0.5911,0.7456,0.6234,0.5619,0.0334,False,OK
2026-07-09,10:34:43,4,52,XGBoost,0.6246,0.7678,0.6783,0.5788,70,8,0.026831050202074994,0.7309081493265112,0.9367583233971025,3,0.8075777573915279,69,2,0.32,0.28,0.6314,7,0.5852,0.7531,0.6158,0.5576,0.0394,False,OK
2026-07-09,10:34:44,4,53,XGBoost,0.6271,0.7676,0.6561,0.6006,131,18,0.019191601269998766,0.8707500926712879,0.859101591445543,1,0.7604336734043735,95,2,0.37,0.39,0.6314,7,0.5957,0.7487,0.598,0.5934,0.0314,False,OK
2026-07-09,10:34:44,4,54,XGBoost,0.6324,0.7713,0.6847,0.5874,99,10,0.07288781887943684,0.8322379244403183,0.8984115609948832,1,0.7878820397938634,27,2,0.34,0.42,0.6324,54,0.5872,0.7512,0.6209,0.5571,0.0451,False,OK
2026-07-09,10:34:44,4,55,XGBoost,0.6265,0.7705,0.6465,0.6078,208,12,0.23752868313817646,0.7860135188770044,0.9110952307609161,4,0.6579110496852258,11,2,0.46,0.3,0.6324,54,0.592,0.7419,0.5852,0.599,0.0345,False,OK
2026-07-09,10:34:44,4,56,XGBoost,0.6294,0.7702,0.6815,0.5847,125,9,0.11365203576710406,0.7675764960854584,0.8950589925113599,1,0.6777942853344818,17,2,0.34,0.44,0.6324,54,0.588,0.7493,0.6209,0.5584,0.0415,False,OK
2026-07-09,10:34:45,4,57,XGBoost,0.6296,0.7653,0.6847,0.5827,163,10,0.06256856477054927,0.904727080390425,0.8845045604176773,2,0.8141935958442706,38,3,0.32,0.46,0.6324,54,0.5882,0.7486,0.6234,0.5568,0.0413,False,OK
2026-07-09,10:34:45,4,58,XGBoost,0.6212,0.7688,0.6529,0.5925,158,9,0.22015870760426406,0.9579924552111101,0.8050271243002033,1,0.9150709090709366,15,4,0.37,0.44,0.6324,54,0.5942,0.7523,0.598,0.5905,0.027,False,OK
2026-07-09,10:34:45,4,59,XGBoost,0.6281,0.775,0.6752,0.5873,93,4,0.08258182669315535,0.8138819569507058,0.885164211135916,1,0.5655980040780484,38,3,0.29,0.26,0.6324,54,0.591,0.7607,0.6158,0.5681,0.0372,False,OK
2026-07-09,10:34:46,4,60,XGBoost,0.6283,0.7666,0.6783,0.5852,209,8,0.09286650674191768,0.9839697712999083,0.9600748837571152,4,0.719806572273352,28,3,0.34,0.3,0.6324,54,0.5908,0.748,0.6209,0.5635,0.0375,False,OK
2026-07-09,10:34:46,4,61,XGBoost,0.6261,0.7718,0.7038,0.5638,287,4,0.0333321669292246,0.7703498890197303,0.9055075588683422,4,0.7496645976451839,88,4,0.26,0.26,0.6324,54,0.5974,0.7575,0.6514,0.5517,0.0286,False,OK
2026-07-09,10:34:47,4,62,XGBoost,0.6283,0.7705,0.6783,0.5852,153,7,0.052838279052744415,0.9788426890361972,0.8248390315888288,3,0.8708046186691595,56,2,0.33,0.28,0.6324,54,0.5901,0.7536,0.6209,0.5622,0.0382,False,OK
2026-07-09,10:34:47,4,63,XGBoost,0.6228,0.7685,0.6783,0.5757,98,8,0.14383012753102578,0.7226057432193904,0.8408240093541506,1,0.7250589228562521,16,2,0.33,0.26,0.6324,54,0.5875,0.7501,0.6234,0.5556,0.0353,False,OK
2026-07-09,10:34:47,4,64,XGBoost,0.6277,0.7703,0.6847,0.5795,199,11,0.09543421964812689,0.8570783401866691,0.7883320449208218,1,0.7611520072644924,24,2,0.34,0.43,0.6324,54,0.5855,0.7504,0.6183,0.5561,0.0422,False,OK
2026-07-09,10:34:48,4,65,XGBoost,0.6236,0.7673,0.6911,0.5681,222,7,0.06101298437795013,0.6296089661173783,0.9714765992841641,4,0.45056312179819435,40,2,0.3,0.28,0.6324,54,0.5976,0.7533,0.6463,0.5558,0.0259,False,OK
2026-07-09,10:34:48,4,66,XGBoost,0.6279,0.7618,0.6879,0.5775,89,12,0.0897461352934314,0.9687471046233579,0.9948660878945655,2,0.7800860947950552,20,2,0.31,0.36,0.6324,54,0.5853,0.744,0.6285,0.5477,0.0426,False,OK
2026-07-09,10:34:48,4,67,XGBoost,0.6235,0.7677,0.6752,0.5792,129,10,0.15922597513523618,0.8034845627096221,0.9413966918907499,1,0.7273891083548512,15,2,0.35,0.44,0.6324,54,0.5837,0.7474,0.6209,0.5508,0.0398,False,OK
2026-07-09,10:34:49,4,68,XGBoost,0.6306,0.7725,0.6688,0.5966,155,19,0.16759914275569382,0.7738075084845317,0.5073107799036203,6,0.25951489819121165,17,3,0.35,0.27,0.6324,54,0.5827,0.7535,0.6005,0.5659,0.0479,False,OK
2026-07-09,10:34:49,4,69,XGBoost,0.6233,0.7643,0.6401,0.6073,122,18,0.04299848163568159,0.6574668414784107,0.6432997400057936,7,0.42590014478468174,67,3,0.4,0.29,0.6324,54,0.5881,0.7471,0.5776,0.5989,0.0352,False,OK
2026-07-09,10:34:49,4,70,XGBoost,0.6222,0.774,0.6688,0.5817,214,18,0.1653719753610885,0.8004896186441721,0.5134960857162006,5,0.2210047345189801,17,2,0.33,0.35,0.6324,54,0.5895,0.7497,0.6158,0.5654,0.0327,False,OK
2026-07-09,10:34:50,4,71,XGBoost,0.6272,0.7726,0.6752,0.5856,148,20,0.16224976868198224,0.8255258385111048,0.5036384560842405,5,0.593950893686042,20,4,0.34,0.26,0.6324,54,0.5888,0.7515,0.6158,0.5641,0.0384,False,OK
2026-07-09,10:34:50,4,72,XGBoost,0.6269,0.7722,0.6688,0.5899,148,14,0.007255719762404002,0.6662481377539226,0.5513430038536501,3,0.5756815008190241,147,2,0.36,0.31,0.6324,54,0.589,0.7546,0.6107,0.5687,0.0379,False,OK
2026-07-09,10:34:50,4,73,XGBoost,0.6233,0.7662,0.6401,0.6073,80,16,0.15211243890065193,0.7923291563103317,0.5944176173256877,7,0.12700280734049468,17,3,0.39,0.28,0.6324,54,0.5925,0.7469,0.5827,0.6026,0.0308,False,OK
2026-07-09,10:34:51,4,74,XGBoost,0.6281,0.7719,0.6752,0.5873,104,3,0.12662523584923827,0.5344368730696502,0.6581468648802479,1,0.26115110298680566,35,5,0.28,0.31,0.6324,54,0.5902,0.7593,0.6158,0.5667,0.0379,False,OK
2026-07-09,10:34:51,4,75,XGBoost,0.6287,0.7692,0.6847,0.5811,72,10,0.12677948207641537,0.854358186890428,0.8005804870631662,3,0.7516851652118598,20,2,0.32,0.26,0.6324,54,0.5861,0.7485,0.6234,0.553,0.0425,False,OK
2026-07-09,10:34:51,4,76,XGBoost,0.6241,0.7713,0.6688,0.585,195,20,0.04740042211908493,0.8751717625032648,0.5094880046334794,7,0.23711367774498815,69,4,0.35,0.36,0.6324,54,0.5892,0.7504,0.6132,0.5671,0.0348,False,OK
2026-07-09,10:34:52,4,77,XGBoost,0.6279,0.7677,0.6879,0.5775,223,11,0.024883701953006453,0.7608114421540741,0.8158917203608129,2,0.9550296245662631,91,3,0.32,0.3,0.6324,54,0.5871,0.7502,0.626,0.5528,0.0408,False,OK
2026-07-09,10:34:53,4,78,XGBoost,0.625,0.7701,0.6688,0.5866,157,17,0.12159857480581629,0.7674318016059104,0.5229834221718968,5,0.3370810846252206,20,3,0.36,0.27,0.6324,54,0.5851,0.7518,0.6081,0.5637,0.0399,False,OK
2026-07-09,10:34:54,4,79,XGBoost,0.6259,0.7755,0.6688,0.5882,64,5,0.07230306253074964,0.6123089352692415,0.5264109400254153,2,0.9997880756517732,41,2,0.34,0.36,0.6324,54,0.5875,0.7584,0.6107,0.566,0.0384,False,OK
2026-07-09,10:34:55,4,80,XGBoost,0.6248,0.7714,0.6975,0.5659,148,12,0.004297092681569483,0.5771193967316207,0.6599306722136912,1,0.6371102341118524,147,2,0.31,0.31,0.6324,54,0.5962,0.7533,0.6463,0.5534,0.0286,False,OK
2026-07-09,10:34:56,4,81,XGBoost,0.6248,0.7671,0.6815,0.5768,246,17,0.007873893321647162,0.6588189205624531,0.7479498674648014,1,0.45591522500673665,245,2,0.35,0.38,0.6324,54,0.5872,0.7485,0.6209,0.5571,0.0376,False,OK
2026-07-09,10:34:56,4,82,XGBoost,0.6259,0.7712,0.6688,0.5882,63,6,0.014277928043233185,0.9090261945308207,0.7744439933860179,4,0.6793669138782146,62,4,0.34,0.29,0.6324,54,0.5882,0.7532,0.6107,0.5674,0.0377,False,OK
2026-07-09,10:34:57,4,83,XGBoost,0.6325,0.7652,0.6879,0.5854,246,12,0.01394265775616684,0.9289623807763887,0.9194366836902442,1,0.7611035875898916,120,2,0.35,0.45,0.6325,83,0.5928,0.7493,0.626,0.5629,0.0397,False,OK
2026-07-09,10:34:57,4,84,XGBoost,0.6281,0.767,0.6911,0.5756,114,11,0.0200498464837498,0.8820930483108277,0.8116156467840467,2,0.8171828022983881,113,3,0.32,0.44,0.6325,83,0.5874,0.7491,0.6285,0.5513,0.0407,False,OK
2026-07-09,10:34:58,4,85,XGBoost,0.6325,0.7643,0.6879,0.5854,223,12,0.0062234456637886345,0.9339120236199924,0.8389827390102579,2,0.7762778322389531,222,2,0.33,0.4,0.6325,83,0.5904,0.7474,0.6234,0.5606,0.0421,False,OK
2026-07-09,10:34:59,4,86,XGBoost,0.6272,0.7697,0.6752,0.5856,270,8,0.0033744563103592835,0.9084832140452042,0.8726182327739755,1,0.7071624612228042,269,2,0.33,0.39,0.6325,83,0.5892,0.7562,0.6132,0.5671,0.038,False,OK
2026-07-09,10:34:59,4,87,XGBoost,0.6305,0.765,0.6847,0.5842,263,11,0.012548689868779085,0.921291446156965,0.8551919242456507,2,0.8144006476200799,159,2,0.33,0.42,0.6325,83,0.5887,0.7474,0.6209,0.5596,0.0418,False,OK
2026-07-09,10:35:00,4,88,XGBoost,0.627,0.7649,0.6879,0.576,289,14,0.007586755771926678,0.9849542502293092,0.846870558795527,1,0.611523447683211,229,3,0.35,0.42,0.6325,83,0.593,0.7466,0.6285,0.5614,0.034,False,OK
2026-07-09,10:35:00,4,89,XGBoost,0.6325,0.7656,0.6879,0.5854,127,13,0.008434090234361731,0.9521479708879038,0.9110694968257698,2,0.6486054851584341,126,2,0.34,0.39,0.6325,83,0.588,0.7455,0.6209,0.5584,0.0446,False,OK
2026-07-09,10:35:01,4,90,XGBoost,0.6307,0.7659,0.6879,0.5822,112,14,0.006866964294591304,0.9766664397939623,0.9029696840740885,2,0.6453647913620648,111,2,0.33,0.37,0.6325,83,0.5885,0.7431,0.626,0.5553,0.0421,False,OK
2026-07-09,10:35:01,4,91,XGBoost,0.6268,0.7659,0.6847,0.578,139,15,0.006168983430998534,0.9801237305402659,0.8998001101710245,1,0.7435367349781805,138,2,0.34,0.39,0.6325,83,0.5892,0.7478,0.626,0.5566,0.0376,False,OK
2026-07-09,10:35:02,4,92,XGBoost,0.6254,0.7695,0.6752,0.5824,239,9,0.0032637142143137647,0.9379151495329854,0.8008084299218082,6,0.8524223234242224,238,2,0.33,0.28,0.6325,83,0.5861,0.7545,0.6107,0.5634,0.0393,False,OK
2026-07-09,10:35:02,4,93,XGBoost,0.6324,0.7659,0.6847,0.5874,333,11,0.03011955226438948,0.887357491251666,0.8588553953952555,1,0.8631718281705475,67,2,0.34,0.44,0.6325,83,0.587,0.7502,0.6183,0.5586,0.0454,False,OK
2026-07-09,10:35:03,4,94,XGBoost,0.6277,0.7667,0.6847,0.5795,362,11,0.07877985716820106,0.9309883069360579,0.9539432968547076,2,0.8029770466223474,29,2,0.32,0.44,0.6325,83,0.5868,0.7441,0.6234,0.5543,0.0409,False,OK
2026-07-09,10:35:03,4,95,XGBoost,0.6296,0.7656,0.6847,0.5827,427,14,0.011481927420609413,0.9057920593224401,0.8459296389120404,2,0.932082216749427,194,3,0.34,0.46,0.6325,83,0.5887,0.7457,0.6209,0.5596,0.0409,False,OK
2026-07-09,10:35:04,4,96,XGBoost,0.627,0.7688,0.6879,0.576,97,13,0.007719516812279004,0.9552961286644824,0.9734837437645529,4,0.7788913587301398,96,2,0.31,0.34,0.6325,83,0.5867,0.741,0.6285,0.5501,0.0403,False,OK
2026-07-09,10:35:04,4,97,XGBoost,0.6288,0.7665,0.6879,0.5791,212,13,0.010388053094225682,0.9791418643788098,0.8730338621186291,2,0.9842586433094276,211,2,0.31,0.4,0.6325,83,0.5861,0.7468,0.6234,0.553,0.0427,False,OK
2026-07-09,10:35:05,4,98,XGBoost,0.625,0.7694,0.7006,0.5641,389,8,0.014597745661409412,0.8258333626712179,0.7662868214223287,3,0.6459705039605581,160,2,0.29,0.26,0.6325,83,0.5944,0.7518,0.6489,0.5484,0.0306,False,OK
2026-07-09,10:35:05,4,99,XGBoost,0.6263,0.77,0.6752,0.584,278,9,0.014219900206480616,0.8959170964001025,0.70716201880626,2,0.9782603649659336,142,2,0.33,0.39,0.6325,83,0.5888,0.7531,0.6158,0.5641,0.0375,False,OK
